nom projet,work_Id,SPV,permalink,Type (AU),Responsable,date_PMBAIL,date_BAIL,date_Accord,date_fin_Chantier,date_debut_Chantier,date accord (PCM1),date accord (PCM2),date accord (PCM3),date accord (Transf DP),date accord (Transf PC),Validite,Reception DAACT,Type Tarif,Date T0,Date depot AO,Date Demande Racco,Date Reception PTF,Date reception CR(D),Date paiement acompte PTF,Date paiement acompte CR(D),Date reception (CARDI),Date MES,Date signature CA,Date GO CONSTRUCTION,Date Consuel,NB_PMBAIL,conf_PMBAIL,perM_PMBAIL,url_PMBAIL,Nom_PMBAIL,createdDate_PMBAIL,NB_EHF,conf_EHF,perM_EHF,url_EHF,Nom_EHF,createdDate_EHF,NB_SBN,conf_SBN,perM_SBN,url_SBN,Nom_SBN,createdDate_SBN,NB_PRODPC,conf_PRODPC,perM_PRODPC,url_PRODPC,Nom_PRODPC,createdDate_PRODPC,NB_ARRETEPC,conf_ARRETEPC,perM_ARRETEPC,url_ARRETEPC,Nom_ARRETEPC,createdDate_ARRETEPC,NB_PRODDP,conf_PRODDP,perM_PRODDP,url_PRODDP,Nom_PRODDP,createdDate_PRODDP,NB_ARRETEDP,conf_ARRETEDP,perM_ARRETEDP,url_ARRETEDP,Nom_ARRETEDP,createdDate_ARRETEDP,NB_CONSTATPC,conf_CONSTATPC,perM_CONSTATPC,url_CONSTATPC,Nom_CONSTATPC,createdDate_CONSTATPC,NB_CNRPC,conf_CNRPC,perM_CNRPC,url_CNRPC,Nom_CNRPC,createdDate_CNRPC,NB_CONSTATDP,conf_CONSTATDP,perM_CONSTATDP,url_CONSTATDP,Nom_CONSTATDP,createdDate_CONSTATDP,NB_CNRDP,conf_CNRDP,perM_CNRDP,url_CNRDP,Nom_CNRDP,createdDate_CNRDP,NB_PROROG1PC,conf_PROROG1PC,perM_PROROG1PC,url_PROROG1PC,Nom_PROROG1PC,createdDate_PROROG1PC,NB_PROROGCONSTAT1PC,conf_PROROGCONSTAT1PC,perM_PROROGCONSTAT1PC,url_PROROGCONSTAT1PC,Nom_PROROGCONSTAT1PC,createdDate_PROROGCONSTAT1PC,NB_PROROGCNR1PC,conf_PROROGCNR1PC,perM_PROROGCNR1PC,url_PROROGCNR1PC,Nom_PROROGCNR1PC,createdDate_PROROGCNR1PC,NB_PROROG2PC,conf_PROROG2PC,perM_PROROG2PC,url_PROROG2PC,Nom_PROROG2PC,createdDate_PROROG2PC,NB_PROROGCONSTAT2PC,conf_PROROGCONSTAT2PC,perM_PROROGCONSTAT2PC,url_PROROGCONSTAT2PC,Nom_PROROGCONSTAT2PC,createdDate_PROROGCONSTAT2PC,NB_PROROGCNR2PC,conf_PROROGCNR2PC,perM_PROROGCNR2PC,url_PROROGCNR2PC,Nom_PROROGCNR2PC,createdDate_PROROGCNR2PC,NB_PROROG1DP,conf_PROROG1DP,perM_PROROG1DP,url_PROROG1DP,Nom_PROROG1DP,createdDate_PROROG1DP,NB_PROROGCONSTAT1DP,conf_PROROGCONSTAT1DP,perM_PROROGCONSTAT1DP,url_PROROGCONSTAT1DP,Nom_PROROGCONSTAT1DP,createdDate_PROROGCONSTAT1DP,NB_PROROGCNR1DP,conf_PROROGCNR1DP,perM_PROROGCNR1DP,url_PROROGCNR1DP,Nom_PROROGCNR1DP,createdDate_PROROGCNR1DP,NB_PROROG2DP,conf_PROROG2DP,perM_PROROG2DP,url_PROROG2DP,Nom_PROROG2DP,createdDate_PROROG2DP,NB_PROROGCONSTAT2DP,conf_PROROGCONSTAT2DP,perM_PROROGCONSTAT2DP,url_PROROGCONSTAT2DP,Nom_PROROGCONSTAT2DP,createdDate_PROROGCONSTAT2DP,NB_PROROGCNR2DP,conf_PROROGCNR2DP,perM_PROROGCNR2DP,url_PROROGCNR2DP,Nom_PROROGCNR2DP,createdDate_PROROGCNR2DP,NB_DOC,conf_DOC,perM_DOC,url_DOC,Nom_DOC,createdDate_DOC,NB_DAACT,conf_DAACT,perM_DAACT,url_DAACT,Nom_DAACT,createdDate_DAACT,NB_PCM,conf_PCM,perM_PCM,url_PCM,Nom_PCM,createdDate_PCM,NB_PCMARRETE,conf_PCMARRETE,perM_PCMARRETE,url_PCMARRETE,Nom_PCMARRETE,createdDate_PCMARRETE,NB_PCMCONSTAT,conf_PCMCONSTAT,perM_PCMCONSTAT,url_PCMCONSTAT,Nom_PCMCONSTAT,createdDate_PCMCONSTAT,NB_PCMCNR,conf_PCMCNR,perM_PCMCNR,url_PCMCNR,Nom_PCMCNR,createdDate_PCMCNR,NB_PCM2,conf_PCM2,perM_PCM2,url_PCM2,Nom_PCM2,createdDate_PCM2,NB_PCMARRETE2,conf_PCMARRETE2,perM_PCMARRETE2,url_PCMARRETE2,Nom_PCMARRETE2,createdDate_PCMARRETE2,NB_PCMCONSTAT2,conf_PCMCONSTAT2,perM_PCMCONSTAT2,url_PCMCONSTAT2,Nom_PCMCONSTAT2,createdDate_PCMCONSTAT2,NB_PCMCNR2,conf_PCMCNR2,perM_PCMCNR2,url_PCMCNR2,Nom_PCMCNR2,createdDate_PCMCNR2,NB_PCM3,conf_PCM3,perM_PCM3,url_PCM3,Nom_PCM3,createdDate_PCM3,NB_PCMARRETE3,conf_PCMARRETE3,perM_PCMARRETE3,url_PCMARRETE3,Nom_PCMARRETE3,createdDate_PCMARRETE3,NB_PCMCONSTAT3,conf_PCMCONSTAT3,perM_PCMCONSTAT3,url_PCMCONSTAT3,Nom_PCMCONSTAT3,createdDate_PCMCONSTAT3,NB_PCMCNR3,conf_PCMCNR3,perM_PCMCNR3,url_PCMCNR3,Nom_PCMCNR3,createdDate_PCMCNR3,NB_TRANSFERT,conf_TRANSFERT,perM_TRANSFERT,url_TRANSFERT,Nom_TRANSFERT,createdDate_TRANSFERT,NB_TRANSFERTCONSTAT,conf_TRANSFERTCONSTAT,perM_TRANSFERTCONSTAT,url_TRANSFERTCONSTAT,Nom_TRANSFERTCONSTAT,createdDate_TRANSFERTCONSTAT,NB_TRANSFERTCNR,conf_TRANSFERTCNR,perM_TRANSFERTCNR,url_TRANSFERTCNR,Nom_TRANSFERTCNR,createdDate_TRANSFERTCNR,NB_LAUREAT,conf_LAUREAT,perM_LAUREAT,url_LAUREAT,Nom_LAUREAT,createdDate_LAUREAT,NB_DOSSIERAO,conf_DOSSIERAO,perM_DOSSIERAO,url_DOSSIERAO,Nom_DOSSIERAO,createdDate_DOSSIERAO,NB_DDROA,conf_DDROA,perM_DDROA,url_DDROA,Nom_DDROA,createdDate_DDROA,NB_DDRCRE,conf_DDRCRE,perM_DDRCRE,url_DDRCRE,Nom_DDRCRE,createdDate_DDRCRE,NB_PTF,conf_PTF,perM_PTF,url_PTF,Nom_PTF,createdDate_PTF,NB_CRD,conf_CRD,perM_CRD,url_CRD,Nom_CRD,createdDate_CRD,NB_ACOMPTEPTF,conf_ACOMPTEPTF,perM_ACOMPTEPTF,url_ACOMPTEPTF,Nom_ACOMPTEPTF,createdDate_ACOMPTEPTF,NB_ACOMPTECRD,conf_ACOMPTECRD,perM_ACOMPTECRD,url_ACOMPTECRD,Nom_ACOMPTECRD,createdDate_ACOMPTECRD,NB_CARDI,conf_CARDI,perM_CARDI,url_CARDI,Nom_CARDI,createdDate_CARDI,NB_CEX,conf_CEX,perM_CEX,url_CEX,Nom_CEX,createdDate_CEX,NB_MES,conf_MES,perM_MES,url_MES,Nom_MES,createdDate_MES,NB_CONTRATHA,conf_CONTRATHA,perM_CONTRATHA,url_CONTRATHA,Nom_CONTRATHA,createdDate_CONTRATHA,NB_CONSUELV1,conf_CONSUELV1,perM_CONSUELV1,url_CONSUELV1,Nom_CONSUELV1,createdDate_CONSUELV1,NB_DOEV1,conf_DOEV1,perM_DOEV1,url_DOEV1,Nom_DOEV1,createdDate_DOEV1,NB_PVRV1,conf_PVRV1,perM_PVRV1,url_PVRV1,Nom_PVRV1,createdDate_PVRV1,NB_CONSUELV2,conf_CONSUELV2,perM_CONSUELV2,url_CONSUELV2,Nom_CONSUELV2,createdDate_CONSUELV2,NB_DOEV2,conf_DOEV2,perM_DOEV2,url_DOEV2,Nom_DOEV2,createdDate_DOEV2,NB_PVRV2,conf_PVRV2,perM_PVRV2,url_PVRV2,Nom_PVRV2,createdDate_PVRV2,Mis à jour
Mascam-1,IEACTCKNI4VGULKM,ECO-19,https://www.wrike.com/open.htm?id=711601484,,YVIN Camille,,2017-12-18,,,,,,,,,,,AO CRE,,,,,,,,,2021-01-25,2021-11-04,2020-05-30,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Olicam-1,IEACTCKNI4VGULKP,ECO-19,https://www.wrike.com/open.htm?id=711601487,,YVIN Camille,,2017-09-14,,,,,,,,,,,AO CRE,,,,,2016-07-18,,,,2021-01-27,2022-05-10,2020-06-01,2020-03-27,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=821817817,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Avril-2,IEACTCKNI4VHD3MZ,ENOE PV07,https://www.wrike.com/open.htm?id=712109465,PC,YVIN Camille,2019-02-01,,2020-09-18,,,,,,,,2023-09-19,,AO CRE,2023-01-31,2021-07-08,2023-01-23,,,,,,,,,,0,0,,,,,1,0,https://www.wrike.com/open.htm?id=712109628,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=712109543,,,,1,1,https://www.wrike.com/open.htm?id=712109546,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=712109672,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=712109635,,,,1,0,https://www.wrike.com/open.htm?id=1020293312,,,,1,1,https://www.wrike.com/open.htm?id=712109714,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Lemcaa-2,IEACTCKNI4VHEVYQ,ENOE PV07,https://www.wrike.com/open.htm?id=712136464,PC,Anonyme,2020-02-04,2022-03-31,2020-11-23,,,,,,,,2023-11-24,,AO CRE,2021-12-14,2021-07-08,2022-01-31,,2022-05-05,,2022-07-08,2022-10-05,,,,,1,1,https://www.wrike.com/open.htm?id=712136719,,,,1,1,https://www.wrike.com/open.htm?id=712136612,,,,1,1,https://www.wrike.com/open.htm?id=712136722,,,,1,1,https://www.wrike.com/open.htm?id=712136641,,,,1,1,https://www.wrike.com/open.htm?id=712136634,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=712136676,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=712136637,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=712136792,,,,1,1,https://www.wrike.com/open.htm?id=1020292947,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=712136809,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=712136761,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=712136766,,,,1,1,https://www.wrike.com/open.htm?id=712136768,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Berruyer-3,IEACTCKNI4VHFPB2,ENOE PV07,https://www.wrike.com/open.htm?id=712162362,PC,GAUBERTI Anansa,2021-03-23,,2020-09-25,,2022-10-03,2022-05-31,,,,,2023-09-26,,AO CRE,2021-12-14,2021-07-08 00:00:00.000,2022-01-20,,2022-05-24,,2022-06-21,,,,,,1,1,https://www.wrike.com/open.htm?id=712162921,,,,1,1,https://www.wrike.com/open.htm?id=712162807,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=712162665,,,,1,1,https://www.wrike.com/open.htm?id=712162435,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=712162771,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=712162502,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=882684507,,,,1,1,https://www.wrike.com/open.htm?id=882684514,,,,2,1,https://www.wrike.com/open.htm?id=882684527,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2,2,https://www.wrike.com/open.htm?id=712163106,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=712163147,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=712163088,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=712163080,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Bezes,IEACTCKNI4VHWIX3,ENOE PV14,https://www.wrike.com/open.htm?id=712712955,PC+DP,CONGARD Kévin,2021-06-25,,2022-06-10,,,,,,,,2025-06-10,,Obligation d'achat S21,2022-11-14,,2023-01-23,,,,,,,,,,4,4,https://www.wrike.com/open.htm?id=719362068,,,,1,1,https://www.wrike.com/open.htm?id=838487475,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=719362004,,,,1,1,https://www.wrike.com/open.htm?id=719361992,,,,1,1,https://www.wrike.com/open.htm?id=1005591627,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=719362157,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Rieuneau-G,IEACTCKNI4VH5IV7,ENOE PV13,https://www.wrike.com/open.htm?id=712942271,PC,CONGARD Kévin,2021-07-28,,2022-06-09,,,,,,,,2025-06-09,,Obligation d'achat S21,2022-11-28,,2022-11-03,,2023-01-05,,,,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=885033563,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=719303527,,,,1,1,https://www.wrike.com/open.htm?id=719303518,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=719303865,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=885033707,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=928177510,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=928177511,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Gilly-L,IEACTCKNI4VIAMN4,ENOE PV11,https://www.wrike.com/open.htm?id=713044412,DP,GAUBERTI Anansa,2021-06-23,2022-09-13,2021-12-17,,,,,,,,2024-12-17,,Obligation d'achat S21,2022-01-28,,2022-01-28,,2022-04-21,,2022-06-21,,,,,,1,1,https://www.wrike.com/open.htm?id=756338268,,,,1,1,https://www.wrike.com/open.htm?id=773929287,,,,1,1,https://www.wrike.com/open.htm?id=773929345,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=758975130,,,,1,1,https://www.wrike.com/open.htm?id=758975133,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=758975136,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=773929604,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=846009891,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=846009903,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Barjou-1,IEACTCKNI4VKFXVU,A DETERMINER BAT,https://www.wrike.com/open.htm?id=715316916,PC,CONGARD Kévin,2021-06-21,,,,,,,,,,,,Obligation d'achat S21,,,,,,,,,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=727298962,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Barjou-2,IEACTCKNI4VKFY2N,ENOE PV13,https://www.wrike.com/open.htm?id=715318093,DP,CONGARD Kévin,2021-06-21,,2022-07-07,,,,,,,,2025-07-07,,Obligation d'achat S21,2022-10-24,,2022-10-24,,2022-12-16,,,,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=727300969,,,,1,1,https://www.wrike.com/open.htm?id=727300972,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=727301032,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=986177421,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=928174168,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Galant-O,IEACTCKNI4VKHVRB,ENOE PV11,https://www.wrike.com/open.htm?id=715380257,PC,GAUBERTI Anansa,2021-07-20,,2020-08-14,,,2021-12-16,,,,,2023-08-15,,Obligation d'achat S21,2022-05-12,,2022-03-31,,2023-01-12,,,,,,,,1,1,https://www.wrike.com/open.htm?id=726770869,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=726770819,,,,1,1,https://www.wrike.com/open.htm?id=726770815,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=726770983,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=796022041,,,,1,1,https://www.wrike.com/open.htm?id=796022039,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=860624545,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=860624734,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Warzee-4,IEACTCKNI4VKJDHH,ENOE PV11,https://www.wrike.com/open.htm?id=715427047,DP,CONGARD Kévin,2021-07-16,2022-12-12,2021-07-30,,,,,,,,2024-07-30,,Obligation d'achat S21,2022-05-30,,2022-04-19,,2022-09-06,,2022-12-06,,,,,,1,1,https://www.wrike.com/open.htm?id=866971108,,,,1,1,https://www.wrike.com/open.htm?id=715429220,,,,1,1,https://www.wrike.com/open.htm?id=715439442,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=715427499,,,,1,1,https://www.wrike.com/open.htm?id=715427505,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=715427834,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=715439572,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
Warzee-5,IEACTCKNI4VKJECE,ENOE PV11,https://www.wrike.com/open.htm?id=715427908,DP,CONGARD Kévin,2021-07-16,2022-12-12,2021-07-30,,,,,,,,2024-07-30,,Obligation d'achat S21,2022-05-30,,2022-04-19,,2022-09-06,,2022-12-06,,,,,,1,1,https://www.wrike.com/open.htm?id=866971210,,,,1,1,https://www.wrike.com/open.htm?id=715440513,,,,1,1,https://www.wrike.com/open.htm?id=715440692,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=715428041,,,,1,1,https://www.wrike.com/open.htm?id=715428047,,,,0,0,,,,,0,0,,,,,2,1,https://www.wrike.com/open.htm?id=715428241,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,1,https://www.wrike.com/open.htm?id=715440868,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,2023-03-03 10:50:16
